report_investigation_date,county,age_group,sex,case_count
2020-04-02,JENNINGS,0-19,F,1
2020-04-02,JENNINGS,20-29,F,2
2020-04-02,JENNINGS,40-49,F,1
2020-04-02,JENNINGS,70-79,F,1
2020-04-02,JENNINGS,20-29,M,2
2020-04-02,JOHNSON,30-39,F,1
2020-04-02,JOHNSON,40-49,F,1
2020-04-02,JOHNSON,70-79,F,3
2020-04-02,JOHNSON,60-69,F,1
2020-04-02,JOHNSON,50-59,M,3
2020-04-02,JOHNSON,30-39,M,1
2020-04-02,KOSCIUSKO,80+,M,1
2020-04-02,KOSCIUSKO,60-69,F,1
2020-04-02,KOSCIUSKO,60-69,M,1
2020-04-02,LAGRANGE,70-79,M,1
2020-04-02,LAGRANGE,50-59,M,1
2020-04-02,LAKE,40-49,M,2
2020-04-02,LAKE,40-49,F,4
2020-04-02,LAKE,60-69,M,3
2020-04-02,LAKE,60-69,F,2
2020-04-02,LAKE,50-59,F,5
2020-04-02,LAKE,50-59,M,4
2020-04-02,LAKE,70-79,M,1
2020-04-02,LAKE,30-39,F,3
2020-04-02,LAKE,80+,M,1
2020-04-02,LAKE,20-29,F,2
2020-04-02,LAKE,70-79,F,3
2020-04-02,LAKE,30-39,M,2
2020-04-02,LAPORTE,60-69,F,1
2020-04-02,LAPORTE,60-69,M,1
2020-04-02,LAPORTE,70-79,F,1
2020-04-02,LAWRENCE,80+,F,6
2020-04-02,LAWRENCE,70-79,F,1
2020-04-02,LAWRENCE,70-79,M,1
2020-04-02,LAWRENCE,40-49,M,1
2020-04-02,LAWRENCE,60-69,F,1
2020-04-02,LAWRENCE,60-69,M,1
2020-04-02,MADISON,20-29,M,1
2020-04-02,MADISON,20-29,F,1
2020-04-02,MADISON,30-39,F,1
2020-04-02,MADISON,40-49,F,1
2020-04-02,MARION,20-29,M,2
2020-04-02,MARION,60-69,F,8
2020-04-02,MARION,50-59,F,14
2020-04-02,MARION,40-49,M,6
2020-04-02,MARION,70-79,F,5
2020-04-02,MARION,30-39,M,14
2020-04-02,MARION,70-79,M,7
2020-04-02,MARION,60-69,M,16
2020-04-02,MARION,20-29,F,2
2020-04-02,MARION,80+,F,1
2020-04-02,MARION,80+,M,5
2020-04-02,MARION,40-49,F,16
2020-04-02,MARION,50-59,M,8
2020-04-02,MARION,30-39,F,9
2020-04-02,MARION,0-19,F,1
2020-04-02,MIAMI,50-59,M,1
2020-04-02,MONROE,80+,M,1
2020-04-02,MONROE,50-59,F,1
2020-04-02,MONROE,40-49,M,1
2020-04-02,MONTGOMERY,50-59,M,1
2020-04-02,MONTGOMERY,20-29,F,1
2020-04-02,MORGAN,40-49,F,1
2020-04-02,MORGAN,20-29,F,1
2020-04-02,MORGAN,60-69,M,2
2020-04-02,NEWTON,40-49,F,1
2020-04-02,NEWTON,60-69,M,1
2020-04-02,NOBLE,50-59,M,1
2020-04-02,NOBLE,60-69,F,1
2020-04-02,ORANGE,50-59,F,1
2020-04-02,ORANGE,50-59,M,1
2020-04-02,OWEN,60-69,F,1
2020-04-02,PARKE,50-59,F,1
2020-04-02,PORTER,60-69,M,1
2020-04-02,PORTER,40-49,M,3
2020-04-02,PORTER,30-39,F,1
2020-04-02,PORTER,30-39,M,1
2020-04-02,PORTER,50-59,M,1
2020-04-02,PORTER,70-79,F,1
2020-04-02,POSEY,40-49,F,1
2020-04-02,PUTNAM,50-59,F,1
2020-04-02,RANDOLPH,70-79,F,1
2020-04-02,RIPLEY,50-59,F,3
2020-04-02,RIPLEY,20-29,F,1
2020-04-02,RIPLEY,70-79,M,2
2020-04-02,RUSH,70-79,F,1
2020-04-02,SCOTT,30-39,M,1
2020-04-02,SHELBY,20-29,F,1
2020-04-02,SHELBY,50-59,F,1
2020-04-02,SHELBY,60-69,F,1
2020-04-02,ST JOSEPH,50-59,M,1
2020-04-02,ST JOSEPH,0-19,M,1
2020-04-02,ST JOSEPH,60-69,M,2
2020-04-02,ST JOSEPH,40-49,F,1
2020-04-02,ST JOSEPH,20-29,F,1
2020-04-02,ST JOSEPH,50-59,U,1
2020-04-02,ST JOSEPH,70-79,F,1
2020-04-02,SWITZERLAND,40-49,F,1
2020-04-02,SWITZERLAND,60-69,M,1
2020-04-02,TIPPECANOE,20-29,F,2
2020-04-02,TIPPECANOE,40-49,F,1
2020-04-02,TIPPECANOE,30-39,F,1
2020-04-02,TIPPECANOE,40-49,M,2
2020-04-02,TIPPECANOE,50-59,M,1
2020-04-02,TIPPECANOE,50-59,F,1
2020-04-02,VANDERBURGH,20-29,F,1
2020-04-02,VANDERBURGH,20-29,M,2
2020-04-02,VANDERBURGH,40-49,F,2
2020-04-02,VANDERBURGH,60-69,M,1
2020-04-02,VANDERBURGH,50-59,F,2
2020-04-02,VANDERBURGH,70-79,F,1
2020-04-02,VANDERBURGH,40-49,M,1
2020-04-02,VANDERBURGH,30-39,M,1
2020-04-02,VERMILLION,50-59,F,1
2020-04-02,VIGO,30-39,F,1
2020-04-02,WARRICK,70-79,F,1
2020-04-02,WARRICK,30-39,M,1
2020-04-02,WARRICK,60-69,F,1
2020-04-02,WASHINGTON,70-79,F,1
2020-04-02,WASHINGTON,60-69,F,1
2020-04-02,WASHINGTON,60-69,M,1
2020-04-02,WAYNE,70-79,F,1
2020-04-02,WAYNE,40-49,F,1
2020-04-02,WAYNE,60-69,F,1
2020-04-02,WHITLEY,20-29,F,1
2020-04-03,ADAMS,40-49,F,1
2020-04-03,ALLEN,50-59,F,1
2020-04-03,ALLEN,50-59,M,1
2020-04-03,BARTHOLOMEW,50-59,F,3
2020-04-03,BARTHOLOMEW,30-39,M,1
2020-04-03,BARTHOLOMEW,50-59,M,1
2020-04-03,BARTHOLOMEW,20-29,F,1
2020-04-03,BARTHOLOMEW,60-69,F,6
2020-04-03,BARTHOLOMEW,0-19,M,1
2020-04-03,BARTHOLOMEW,40-49,M,1
2020-04-03,BARTHOLOMEW,30-39,F,3
2020-04-03,BARTHOLOMEW,70-79,F,1
2020-04-03,BARTHOLOMEW,20-29,M,1
2020-04-03,BARTHOLOMEW,40-49,F,2
2020-04-03,BARTHOLOMEW,50-59,U,1
2020-04-03,BLACKFORD,40-49,F,1
2020-04-03,BOONE,50-59,F,2
2020-04-03,BOONE,40-49,F,2
2020-04-03,BOONE,40-49,M,1
2020-04-03,BOONE,80+,F,1
2020-04-03,BOONE,30-39,M,1
2020-04-03,BOONE,30-39,F,1
2020-04-03,BOONE,20-29,F,2
2020-04-03,BROWN,60-69,F,1
2020-04-03,CARROLL,50-59,F,1
2020-04-03,CASS,50-59,F,1
2020-04-03,CASS,50-59,M,1
2020-04-03,CLARK,60-69,F,2
2020-04-03,CLARK,30-39,F,1
2020-04-03,CLARK,20-29,M,1
2020-04-03,CLARK,50-59,M,1
2020-04-03,CLARK,40-49,F,1
2020-04-03,CLAY,40-49,F,1
2020-04-03,CLINTON,40-49,M,1
2020-04-03,CRAWFORD,60-69,M,1
2020-04-03,CRAWFORD,30-39,M,1
2020-04-03,DAVIESS,40-49,F,1
2020-04-03,DEARBORN,40-49,M,1
2020-04-03,DEARBORN,40-49,F,1
2020-04-03,DEARBORN,70-79,F,1
2020-04-03,DEARBORN,50-59,M,1
2020-04-03,DEARBORN,30-39,M,1
2020-04-03,DECATUR,50-59,F,1
2020-04-03,DECATUR,80+,F,1
2020-04-03,DECATUR,40-49,F,2
2020-04-03,DECATUR,20-29,F,1
2020-04-03,DELAWARE,30-39,F,1
2020-04-03,DELAWARE,70-79,F,1
2020-04-03,DELAWARE,50-59,M,1
2020-04-03,DUBOIS,30-39,F,1
2020-04-03,ELKHART,50-59,F,1
2020-04-03,ELKHART,50-59,M,1
2020-04-03,FAYETTE,40-49,F,1
2020-04-03,FLOYD,60-69,F,1
2020-04-03,FLOYD,20-29,M,1
2020-04-03,FLOYD,50-59,M,1
2020-04-03,FLOYD,40-49,F,1
2020-04-03,FRANKLIN,70-79,F,1
2020-04-03,FRANKLIN,60-69,M,2
2020-04-03,FULTON,50-59,M,1
2020-04-03,GRANT,50-59,F,1
2020-04-03,GRANT,30-39,M,1
2020-04-03,GRANT,60-69,F,1
2020-04-03,HAMILTON,20-29,M,1
2020-04-03,HAMILTON,40-49,F,8
2020-04-03,HAMILTON,30-39,M,2
2020-04-03,HAMILTON,70-79,M,1
2020-04-03,HAMILTON,0-19,F,1
2020-04-03,HAMILTON,20-29,F,5
2020-04-03,HAMILTON,40-49,M,5
2020-04-03,HAMILTON,50-59,F,4
2020-04-03,HAMILTON,80+,M,2
2020-04-03,HAMILTON,70-79,F,1
2020-04-03,HAMILTON,30-39,F,3
2020-04-03,HAMILTON,60-69,F,1
2020-04-03,HAMILTON,60-69,M,1
2020-04-03,HAMILTON,50-59,M,4
2020-04-03,HAMILTON,80+,F,4
2020-04-03,HANCOCK,80+,F,1
2020-04-03,HANCOCK,50-59,F,4
2020-04-03,HANCOCK,40-49,F,3
2020-04-03,HANCOCK,30-39,M,1
2020-04-03,HANCOCK,20-29,M,1
2020-04-03,HANCOCK,60-69,F,1
2020-04-03,HANCOCK,60-69,M,1
2020-04-03,HANCOCK,40-49,M,1
2020-04-03,HANCOCK,30-39,F,2
2020-04-03,HARRISON,50-59,M,1
2020-04-03,HARRISON,20-29,M,1
2020-04-03,HARRISON,60-69,M,2
2020-04-03,HARRISON,50-59,F,1
2020-04-03,HENDRICKS,50-59,F,2
2020-04-03,HENDRICKS,40-49,M,1
2020-04-03,HENDRICKS,70-79,M,1
2020-04-03,HENDRICKS,80+,M,1
2020-04-03,HENDRICKS,20-29,M,1
2020-04-03,HENDRICKS,60-69,M,2
2020-04-03,HENDRICKS,40-49,F,2
2020-04-03,HENDRICKS,50-59,M,2
2020-04-03,HENDRICKS,20-29,F,2
2020-04-03,HENDRICKS,80+,F,1
2020-04-03,HENDRICKS,30-39,M,3
2020-04-03,HENDRICKS,30-39,F,7
2020-04-03,HENRY,60-69,F,1
2020-04-03,HENRY,50-59,F,1
2020-04-03,HOWARD,70-79,F,1
2020-04-03,HOWARD,30-39,M,1
2020-04-03,HUNTINGTON,20-29,M,1
2020-04-03,JACKSON,40-49,F,1
2020-04-03,JACKSON,30-39,F,1
2020-04-03,JACKSON,20-29,F,1
2020-04-03,JASPER,60-69,F,1
2020-04-03,JASPER,50-59,F,1
2020-04-03,JENNINGS,50-59,M,1
2020-04-03,JENNINGS,20-29,M,1
2020-04-03,JENNINGS,0-19,M,1
2020-04-03,JENNINGS,60-69,F,1
2020-04-03,JOHNSON,50-59,F,2
2020-04-03,JOHNSON,60-69,M,1
2020-04-03,JOHNSON,20-29,M,1
2020-04-03,JOHNSON,30-39,F,1
2020-04-03,JOHNSON,60-69,F,1
2020-04-03,JOHNSON,20-29,F,3
2020-04-03,JOHNSON,50-59,M,1
2020-04-03,JOHNSON,70-79,F,1
2020-04-03,JOHNSON,80+,M,1
2020-04-03,JOHNSON,70-79,M,2
2020-04-03,JOHNSON,40-49,M,1
2020-04-03,JOHNSON,40-49,F,1
2020-04-03,KNOX,40-49,M,1
2020-04-03,KOSCIUSKO,30-39,F,1
2020-04-03,KOSCIUSKO,40-49,F,1
2020-04-03,KOSCIUSKO,20-29,F,1
2020-04-03,LAKE,50-59,F,6
2020-04-03,LAKE,70-79,F,3
2020-04-03,LAKE,60-69,F,9
2020-04-03,LAKE,20-29,M,2
2020-04-03,LAKE,50-59,U,1
2020-04-03,LAKE,30-39,M,4
2020-04-03,LAKE,20-29,F,4
2020-04-03,LAKE,80+,M,3
2020-04-03,LAKE,40-49,M,6
2020-04-03,LAKE,50-59,M,9
2020-04-03,LAKE,60-69,M,3
2020-04-03,LAKE,70-79,M,8
2020-04-03,LAKE,80+,F,3
2020-04-03,LAKE,30-39,F,3
2020-04-03,LAKE,40-49,F,5
2020-04-03,LAPORTE,40-49,M,1
2020-04-03,LAPORTE,60-69,M,1
2020-04-03,LAWRENCE,50-59,F,1
2020-04-03,LAWRENCE,80+,M,3
2020-04-03,LAWRENCE,50-59,M,2
2020-04-03,LAWRENCE,20-29,F,2
2020-04-03,LAWRENCE,80+,F,1
2020-04-03,LAWRENCE,60-69,F,3
2020-04-03,LAWRENCE,70-79,F,2
2020-04-03,MADISON,20-29,M,1
2020-04-03,MADISON,60-69,F,2
2020-04-03,MADISON,50-59,M,1
2020-04-03,MADISON,30-39,F,1
2020-04-03,MADISON,40-49,F,1
2020-04-03,MARION,60-69,F,12
2020-04-03,MARION,50-59,F,20
2020-04-03,MARION,60-69,M,2
2020-04-03,MARION,80+,M,2
2020-04-03,MARION,50-59,M,11
2020-04-03,MARION,30-39,F,24
2020-04-03,MARION,80+,F,5
2020-04-03,MARION,20-29,F,13
2020-04-03,MARION,20-29,M,7
2020-04-03,MARION,0-19,F,1
2020-04-03,MARION,40-49,F,17
2020-04-03,MARION,40-49,M,13
2020-04-03,MARION,30-39,M,5
2020-04-03,MARION,0-19,M,2
2020-04-03,MARION,70-79,M,8
2020-04-03,MARION,70-79,F,5
2020-04-03,MIAMI,60-69,M,1
2020-04-03,MIAMI,20-29,F,1
2020-04-03,MONROE,70-79,F,1
2020-04-03,MONROE,80+,F,1
2020-04-03,MONTGOMERY,60-69,M,1
2020-04-03,MONTGOMERY,40-49,F,1
2020-04-03,MORGAN,50-59,F,3
2020-04-03,MORGAN,40-49,M,1
2020-04-03,MORGAN,30-39,M,1
2020-04-03,MORGAN,40-49,F,1
2020-04-03,MORGAN,70-79,M,1
2020-04-03,NOBLE,80+,M,1
2020-04-03,NOBLE,70-79,F,1
2020-04-03,NOBLE,80+,F,1
2020-04-03,NOBLE,60-69,F,1
2020-04-03,OWEN,60-69,F,1
2020-04-03,PARKE,40-49,M,1
2020-04-03,PORTER,40-49,F,1
2020-04-03,PORTER,50-59,M,2
2020-04-03,PORTER,30-39,M,1
2020-04-03,PORTER,80+,F,1
2020-04-03,PUTNAM,50-59,M,1
2020-04-03,PUTNAM,60-69,M,1
2020-04-03,RANDOLPH,60-69,M,1
2020-04-03,RANDOLPH,40-49,M,1
2020-04-03,RIPLEY,70-79,F,1
2020-04-03,RIPLEY,80+,M,1
2020-04-03,RIPLEY,60-69,F,1
2020-04-03,RIPLEY,60-69,M,1
2020-04-03,RUSH,50-59,M,1
2020-04-03,RUSH,50-59,F,1
2020-04-03,SCOTT,20-29,F,1
2020-04-03,SHELBY,30-39,F,1
2020-04-03,SHELBY,50-59,M,1
2020-04-03,SHELBY,20-29,M,1
2020-04-03,SHELBY,0-19,F,1
2020-04-03,ST JOSEPH,70-79,F,2
2020-04-03,ST JOSEPH,50-59,F,1
2020-04-03,ST JOSEPH,20-29,M,1
2020-04-03,ST JOSEPH,60-69,F,1
2020-04-03,ST JOSEPH,20-29,F,2
2020-04-03,ST JOSEPH,30-39,M,1
2020-04-03,ST JOSEPH,40-49,M,3
2020-04-03,ST JOSEPH,70-79,M,1
2020-04-03,ST JOSEPH,40-49,F,1
2020-04-03,ST JOSEPH,30-39,F,1
2020-04-03,ST JOSEPH,0-19,F,2
2020-04-03,ST JOSEPH,60-69,M,1
2020-04-03,STEUBEN,30-39,F,1
2020-04-03,STEUBEN,50-59,F,1
2020-04-03,SWITZERLAND,70-79,M,1
2020-04-03,TIPPECANOE,20-29,F,1
2020-04-03,TIPPECANOE,0-19,M,1
2020-04-03,TIPTON,50-59,M,1
2020-04-03,UNION,80+,F,1
2020-04-03,UNION,60-69,M,1
2020-04-03,VANDERBURGH,60-69,F,1
2020-04-03,VANDERBURGH,20-29,F,1
2020-04-03,VIGO,70-79,F,1
2020-04-03,WARRICK,30-39,F,1
2020-04-03,WARRICK,60-69,F,1
2020-04-03,WASHINGTON,60-69,F,1
2020-04-03,WASHINGTON,80+,F,1
2020-04-03,WAYNE,40-49,F,1
2020-04-03,WHITLEY,50-59,M,1
2020-04-03,WHITLEY,60-69,M,1
2020-04-04,ALLEN,30-39,M,1
2020-04-04,ALLEN,40-49,F,1
2020-04-04,ALLEN,60-69,M,1
2020-04-04,ALLEN,70-79,M,1
2020-04-04,BARTHOLOMEW,60-69,M,1
2020-04-04,BARTHOLOMEW,40-49,F,1
2020-04-04,BARTHOLOMEW,50-59,F,1
2020-04-04,BARTHOLOMEW,70-79,F,1
2020-04-04,BARTHOLOMEW,60-69,F,1
2020-04-04,BARTHOLOMEW,30-39,M,1
2020-04-04,BARTHOLOMEW,20-29,F,2
2020-04-04,BLACKFORD,40-49,M,1
2020-04-04,BOONE,40-49,M,2
2020-04-04,BOONE,30-39,M,1
2020-04-04,BOONE,60-69,M,1
2020-04-04,BOONE,20-29,F,1
2020-04-04,BOONE,60-69,F,2
2020-04-04,BROWN,70-79,F,1
2020-04-04,BROWN,50-59,F,2
2020-04-04,BROWN,70-79,M,1
2020-04-04,CLARK,70-79,M,1
2020-04-04,CLARK,50-59,F,1
2020-04-04,CLARK,80+,M,1
2020-04-04,CLARK,60-69,M,2
2020-04-04,CLAY,60-69,M,1
2020-04-04,CLINTON,30-39,F,1
2020-04-04,DAVIESS,20-29,M,1
2020-04-04,DAVIESS,20-29,F,1
2020-04-04,DEARBORN,80+,M,3
2020-04-04,DEARBORN,60-69,F,1
2020-04-04,DECATUR,30-39,F,1
2020-04-04,DEKALB,20-29,M,1
2020-04-04,DELAWARE,80+,F,1
2020-04-04,DELAWARE,30-39,F,1
2020-04-04,DELAWARE,70-79,F,1
2020-04-04,DELAWARE,20-29,M,1
2020-04-04,DUBOIS,40-49,M,1
2020-04-04,DUBOIS,50-59,F,1
2020-04-04,ELKHART,20-29,F,1
2020-04-04,ELKHART,60-69,F,1
2020-04-04,ELKHART,60-69,M,1
2020-04-04,ELKHART,50-59,M,1
2020-04-04,FAYETTE,60-69,F,1
2020-04-04,FAYETTE,80+,M,1
2020-04-04,FLOYD,60-69,F,1
2020-04-04,FLOYD,60-69,M,1
2020-04-04,FLOYD,50-59,F,3
2020-04-04,FLOYD,30-39,F,1
2020-04-04,FLOYD,50-59,M,1
2020-04-04,FLOYD,80+,M,1
2020-04-04,FLOYD,70-79,F,2
2020-04-04,FRANKLIN,50-59,M,2
2020-04-04,FRANKLIN,40-49,F,1
2020-04-04,FRANKLIN,0-19,M,1
2020-04-04,GRANT,60-69,F,3
2020-04-04,GREENE,80+,M,1
2020-04-04,HAMILTON,80+,M,2
2020-04-04,HAMILTON,30-39,F,6
2020-04-04,HAMILTON,60-69,M,1
2020-04-04,HAMILTON,40-49,M,1
2020-04-04,HAMILTON,40-49,F,6
2020-04-04,HAMILTON,70-79,F,2
2020-04-04,HAMILTON,30-39,M,1
2020-04-04,HAMILTON,50-59,M,6
2020-04-04,HAMILTON,80+,F,3
2020-04-04,HAMILTON,50-59,F,4
2020-04-04,HAMILTON,70-79,M,1
2020-04-04,HAMILTON,60-69,F,1
2020-04-04,HAMILTON,20-29,F,3
2020-04-04,HANCOCK,50-59,M,2
2020-04-04,HANCOCK,40-49,F,2
2020-04-04,HANCOCK,30-39,M,1
2020-04-04,HARRISON,60-69,F,1
2020-04-04,HARRISON,60-69,M,1
2020-04-04,HARRISON,70-79,F,1
2020-04-04,HARRISON,40-49,F,1
2020-04-04,HENDRICKS,20-29,F,3
2020-04-04,HENDRICKS,20-29,M,1
2020-04-04,HENDRICKS,40-49,M,1
2020-04-04,HENDRICKS,30-39,F,1
2020-04-04,HENDRICKS,60-69,M,1
2020-04-04,HENDRICKS,80+,F,1
2020-04-04,HENDRICKS,50-59,M,3
2020-04-04,HENDRICKS,80+,M,1
2020-04-04,HENDRICKS,60-69,F,1
2020-04-04,HENDRICKS,70-79,M,1
2020-04-04,HENRY,80+,M,1
2020-04-04,HENRY,20-29,F,1
2020-04-04,HENRY,20-29,M,1
2020-04-04,HOWARD,60-69,M,1
2020-04-04,HOWARD,40-49,M,1
2020-04-04,HOWARD,30-39,F,1
2020-04-04,JACKSON,70-79,F,1
2020-04-04,JACKSON,30-39,F,2
2020-04-04,JACKSON,50-59,F,1
2020-04-04,JACKSON,60-69,F,3
2020-04-04,JACKSON,40-49,M,2
2020-04-04,JAY,80+,M,1
2020-04-04,JEFFERSON,20-29,F,1
2020-04-04,JOHNSON,30-39,F,1
2020-04-04,JOHNSON,40-49,M,1
2020-04-04,JOHNSON,50-59,M,2
2020-04-04,JOHNSON,60-69,M,1
2020-04-04,JOHNSON,60-69,F,1
2020-04-04,JOHNSON,50-59,F,4
2020-04-04,JOHNSON,20-29,F,2
2020-04-04,JOHNSON,80+,F,1
2020-04-04,KNOX,50-59,M,1
2020-04-04,KNOX,30-39,F,1
2020-04-04,KOSCIUSKO,60-69,M,1
2020-04-04,LAKE,60-69,M,6
2020-04-04,LAKE,30-39,M,1
2020-04-04,LAKE,40-49,F,2
2020-04-04,LAKE,20-29,F,1
2020-04-04,LAKE,20-29,M,1
2020-04-04,LAKE,50-59,F,2
2020-04-04,LAKE,60-69,F,3
2020-04-04,LAKE,40-49,M,2
2020-04-04,LAKE,50-59,M,2
2020-04-04,LAKE,70-79,F,1
2020-04-04,LAPORTE,40-49,M,1
2020-04-04,LAPORTE,30-39,M,1
2020-04-04,LAWRENCE,70-79,F,2
2020-04-04,LAWRENCE,40-49,F,1
2020-04-04,MADISON,60-69,M,1
2020-04-04,MADISON,60-69,F,1
2020-04-04,MADISON,70-79,F,1
2020-04-04,MADISON,50-59,F,2
2020-04-04,MADISON,80+,F,1
2020-04-04,MADISON,80+,M,1
2020-04-04,MADISON,30-39,F,3
2020-04-04,MADISON,20-29,F,1
2020-04-04,MADISON,40-49,F,3
2020-04-04,MARION,60-69,M,8
2020-04-04,MARION,60-69,U,1
2020-04-04,MARION,80+,F,10
2020-04-04,MARION,30-39,F,19
2020-04-04,MARION,80+,M,7
2020-04-04,MARION,70-79,M,2
2020-04-04,MARION,20-29,F,15
2020-04-04,MARION,50-59,M,18
2020-04-04,MARION,40-49,F,19
2020-04-04,MARION,40-49,M,16
2020-04-04,MARION,30-39,M,14
2020-04-04,MARION,60-69,F,17
2020-04-04,MARION,50-59,F,20
2020-04-04,MARION,70-79,F,7
2020-04-04,MARION,50-59,U,1
2020-04-04,MARION,0-19,M,4
2020-04-04,MARION,20-29,M,5
2020-04-04,MARION,0-19,F,1
2020-04-04,MARSHALL,70-79,F,1
2020-04-04,MARSHALL,40-49,F,1
2020-04-04,MONROE,40-49,F,1
2020-04-04,MONROE,70-79,F,1
2020-04-04,MONROE,60-69,M,1
2020-04-04,MONROE,50-59,M,1
2020-04-04,MONROE,30-39,M,1
2020-04-04,MONROE,20-29,F,1
2020-04-04,MORGAN,30-39,F,2
2020-04-04,MORGAN,60-69,F,1
2020-04-04,MORGAN,70-79,F,1
2020-04-04,MORGAN,50-59,F,1
2020-04-04,NEWTON,40-49,F,1
2020-04-04,NOBLE,80+,F,1
2020-04-04,ORANGE,30-39,F,1
2020-04-04,ORANGE,70-79,M,1
2020-04-04,OWEN,50-59,F,1
2020-04-04,PORTER,70-79,F,1
2020-04-04,PORTER,60-69,M,1
2020-04-04,PORTER,40-49,F,3
2020-04-04,PORTER,50-59,M,1
2020-04-04,PORTER,50-59,F,2
2020-04-04,PORTER,70-79,M,1
2020-04-04,PUTNAM,80+,M,1
2020-04-04,PUTNAM,30-39,M,1
2020-04-04,PUTNAM,30-39,F,1
2020-04-04,RIPLEY,60-69,M,2
2020-04-04,RIPLEY,50-59,M,1
2020-04-04,RIPLEY,30-39,M,1
2020-04-04,RIPLEY,80+,F,1
2020-04-04,RIPLEY,70-79,M,1
2020-04-04,RIPLEY,50-59,F,1
2020-04-04,SHELBY,60-69,M,1
2020-04-04,SHELBY,70-79,F,1
2020-04-04,SHELBY,50-59,M,1
2020-04-04,SHELBY,70-79,M,2
2020-04-04,ST JOSEPH,40-49,F,1
2020-04-04,ST JOSEPH,40-49,U,1
2020-04-04,ST JOSEPH,40-49,M,2
2020-04-04,ST JOSEPH,30-39,F,2
2020-04-04,ST JOSEPH,50-59,F,2
2020-04-04,ST JOSEPH,50-59,M,1
2020-04-04,ST JOSEPH,70-79,F,1
2020-04-04,ST JOSEPH,20-29,F,3
2020-04-04,STARKE,60-69,M,1
2020-04-04,STEUBEN,70-79,M,1
2020-04-04,STEUBEN,60-69,M,1
2020-04-04,SWITZERLAND,50-59,F,1
2020-04-04,TIPPECANOE,30-39,M,1
2020-04-04,UNION,20-29,M,1
2020-04-04,VANDERBURGH,70-79,F,1
2020-04-04,VANDERBURGH,30-39,F,1
2020-04-04,VIGO,60-69,M,1
2020-04-04,VIGO,50-59,M,1
2020-04-04,VIGO,70-79,M,1
2020-04-04,VIGO,30-39,F,1
2020-04-04,VIGO,50-59,F,2
2020-04-04,VIGO,20-29,M,1
2020-04-04,WARRICK,80+,F,1
2020-04-04,WASHINGTON,60-69,M,1
2020-04-04,WASHINGTON,60-69,F,1
2020-04-04,WAYNE,20-29,F,1
2020-04-04,WAYNE,80+,F,1
2020-04-05,ALLEN,80+,F,1
2020-04-05,ALLEN,60-69,M,1
2020-04-05,ALLEN,30-39,F,1
2020-04-05,ALLEN,70-79,F,1
2020-04-05,ALLEN,40-49,F,4
2020-04-05,ALLEN,70-79,M,3
2020-04-05,ALLEN,40-49,M,1
2020-04-05,BARTHOLOMEW,20-29,F,1
2020-04-05,BLACKFORD,30-39,F,1
2020-04-05,BOONE,40-49,F,2
2020-04-05,BOONE,20-29,F,1
2020-04-05,BOONE,80+,F,1
2020-04-05,BOONE,50-59,F,1
2020-04-05,BOONE,70-79,M,1
2020-04-05,BOONE,60-69,F,1
2020-04-05,CLARK,40-49,F,1
2020-04-05,CLARK,50-59,M,2
2020-04-05,CLARK,50-59,F,1
2020-04-05,CLARK,0-19,M,1
2020-04-05,CLARK,80+,F,1
2020-04-05,CLAY,70-79,M,1
2020-04-05,CRAWFORD,20-29,F,1
2020-04-05,DEARBORN,80+,F,3
2020-04-05,DEARBORN,70-79,F,1
2020-04-05,DEARBORN,40-49,F,2
2020-04-05,DECATUR,50-59,F,1
2020-04-05,DECATUR,80+,M,1
2020-04-05,DECATUR,20-29,F,1
2020-04-05,DECATUR,30-39,M,1
2020-04-05,DECATUR,30-39,F,2
2020-04-05,DECATUR,70-79,F,1
2020-04-05,DECATUR,70-79,M,2
2020-04-05,DECATUR,60-69,M,1
2020-04-05,DELAWARE,20-29,F,1
2020-04-05,DELAWARE,40-49,F,1
2020-04-05,DELAWARE,70-79,F,1
2020-04-05,DUBOIS,40-49,F,1
2020-04-05,ELKHART,60-69,F,1
2020-04-05,FLOYD,50-59,F,2
2020-04-05,FLOYD,40-49,F,1
2020-04-05,FLOYD,70-79,M,1
2020-04-05,FLOYD,30-39,M,1
2020-04-05,FLOYD,80+,M,1
2020-04-05,FLOYD,60-69,F,1
2020-04-05,FRANKLIN,80+,F,1
2020-04-05,FRANKLIN,50-59,F,1
2020-04-05,FRANKLIN,60-69,F,1
2020-04-05,FRANKLIN,40-49,F,1
2020-04-05,FULTON,30-39,F,1
2020-04-05,GRANT,60-69,M,2
2020-04-05,GRANT,20-29,F,1
2020-04-05,GREENE,60-69,M,1
2020-04-05,HAMILTON,30-39,M,1
2020-04-05,HAMILTON,60-69,F,2
2020-04-05,HAMILTON,40-49,M,4
2020-04-05,HAMILTON,60-69,M,1
2020-04-05,HAMILTON,50-59,M,9
2020-04-05,HAMILTON,50-59,F,3
2020-04-05,HAMILTON,20-29,F,2
2020-04-05,HAMILTON,20-29,M,1
2020-04-05,HAMILTON,40-49,F,1
2020-04-05,HAMILTON,30-39,F,7
2020-04-05,HAMILTON,80+,F,5
2020-04-05,HANCOCK,40-49,F,2
2020-04-05,HANCOCK,30-39,F,1
2020-04-05,HANCOCK,70-79,M,1
2020-04-05,HANCOCK,20-29,F,1
2020-04-05,HANCOCK,50-59,M,3
2020-04-05,HANCOCK,40-49,M,3
2020-04-05,HANCOCK,70-79,F,1
